0.1	-0.002674
0.2	-0.006806
0.3	-0.005104
0.4	-0.008993
0.5	0.000243
0.6	-0.001458
0.7	0.000486
0.8	-0.001215
0.9	0.004132
1.0	0.002917
1.1	-0.000729
1.2	-0.003646
1.3	0.000486
1.4	0.004861
1.5	0.000243
1.6	-0.002674
1.7	-0.004375
1.8	0.010695
1.9	0.011424
2.0	0.010209
2.1	0.013125
2.2	0.010452
2.3	0.013612
2.4	0.015556
2.5	0.004375
2.6	0.00632
2.7	0.003403
2.8	0.009479
2.9	0.013125
3.0	0.009966
3.1	0.016285
3.2	0.016771
3.3	0.01191
3.4	0.007292
3.5	0.005834
3.6	0.000486
3.7	0.0
3.8	-0.008264
3.9	-0.008264
4.0	-0.010209
4.1	-0.01507
4.2	-0.016285
4.3	-0.008507
4.4	-0.016771
4.5	-0.018959
4.6	-0.018959
4.7	-0.011424
4.8	-0.011181
4.9	-0.005834
5.0	0.001458
5.1	-0.009723
5.2	-0.014098
5.3	-0.006806
5.4	-0.009479
5.5	-0.017257
5.6	-0.009236
5.7	-0.003889
5.8	-0.002431
5.9	0.00559
6.0	0.002431
6.1	0.004861
6.2	0.012882
6.3	0.018959
6.4	0.011181
6.5	0.007292
6.6	0.007049
6.7	-0.006563
6.8	-0.004375
6.9	-0.009479
7.0	-0.002674
7.1	0.010695
7.2	0.009966
7.3	0.005347
7.4	0.000243
7.5	0.014341
7.6	0.017987
7.7	0.003889
7.8	0.000243
7.9	0.00316
8.0	-0.002431
8.1	-0.005104
8.2	0.004375
8.3	0.002431
8.4	-0.01191
8.5	-0.004132
8.6	-0.009723
8.7	-0.002917
8.8	0.000972
8.9	0.007049
9.0	0.009966
9.1	0.005347
9.2	0.009236
9.3	0.012153
9.4	0.007535
9.5	0.018473
9.6	0.011667
9.7	0.000729
9.8	0.008021
9.9	0.013368
10.0	0.012639
10.1	0.016528
10.2	0.01823
10.3	0.019688
10.4	0.015313
10.5	0.012153
10.6	0.01191
10.7	0.010938
10.8	0.010938
10.9	0.008021
11.0	0.007292
11.1	-0.007535
11.2	-0.01823
11.3	-0.002188
11.4	0.000486
11.5	0.000729
11.6	-0.001701
11.7	0.000486
11.8	-0.004132
11.9	-0.003403
12.0	-0.004132
12.1	-0.013125
12.2	-0.008264
12.3	-0.008993
12.4	-0.003403
12.5	0.007049
12.6	-0.003889
12.7	-0.010695
12.8	-0.010938
12.9	-0.002674
13.0	0.001215
13.1	0.001215
13.2	0.00875
13.3	-0.00632
13.4	-0.000729
13.5	-0.001701
13.6	0.002674
13.7	0.0
13.8	0.005104
13.9	0.012396
14.0	-0.001945
14.1	-0.023091
14.2	-0.016285
14.3	-0.01507
14.4	-0.009236
14.5	-0.005347
14.6	-0.003889
14.7	0.000972
14.8	0.002917
14.9	0.008507
15.0	0.013612
15.1	0.010938
15.2	0.005834
15.3	0.001458
15.4	-0.004861
15.5	0.003646
15.6	-0.001458
15.7	-0.013368
15.8	-0.009723
15.9	-0.003646
16.0	-0.004375
16.1	-0.006806
16.2	-0.001701
16.3	-0.005347
16.4	-0.007292
16.5	-0.024549
16.6	-0.009723
16.7	-0.000486
16.8	-0.002431
16.9	-0.001215
17.0	-0.009723
17.1	-0.004861
17.2	-0.006806
17.3	-0.009236
17.4	-0.001215
17.5	0.002674
17.6	0.009236
17.7	0.003889
17.8	-0.006563
17.9	0.013612
18.0	0.003889
18.1	0.007778
18.2	0.011667
18.3	0.018959
18.4	0.022362
18.5	0.03014
18.6	0.032084
18.7	0.020417
18.8	0.016528
18.9	0.01507
19.0	0.031112
19.1	0.027709
19.2	0.035973
19.3	0.029654
19.4	0.034515
19.5	0.037918
19.6	0.040349
19.7	0.032327
19.8	0.023091
19.9	0.022848
20.0	0.019931
20.1	0.011424
20.2	0.011181
20.3	0.025522
20.4	0.026494
20.5	0.020417
20.6	0.027223
20.7	0.018716
20.8	0.015556
20.9	0.025279
21.0	0.030869
21.1	0.004132
21.2	0.001458
21.3	-0.011667
21.4	-0.001458
21.5	-0.002917
21.6	0.000972
21.7	-0.007778
21.8	0.000486
21.9	0.008993
22.0	0.015313
22.1	0.013612
22.2	-0.00875
22.3	0.003403
22.4	0.00632
22.5	0.003646
22.6	0.010938
22.7	0.017257
22.8	0.000243
22.9	0.004618
23.0	0.005834
23.1	0.004618
23.2	-0.002188
23.3	-0.002431
23.4	0.006806
